providedExternalId	providedName	parseRelation	parsedExternalId	parsedName	parsedAuthority	parsedRank	parsedCommonNames	parsedPath	parsedPathIds	parsedPathNames	parsedPathAuthorships	parsedNameSource	parsedNameSourceUrl	parsedNameSourceAccessedAt	alignRelation	alignedCatalogName	alignedExternalId	alignedName	alignedAuthority	alignedRank	alignedCommonNames	alignedKingdomName	alignedKingdomId	alignedPhylumName	alignedPhylumId	alignedClassName	alignedClassId	alignedOrderName	alignedOrderId	alignedFamilyName	alignedFamilyId	alignedSubfamilyName	alignedSubfamilyId	alignedTribeName	alignedTribeId	alignedSubtribeName	alignedSubtribeId	alignedGenusName	alignedGenusId	alignedSubgenusName	alignedSubgenusId	alignedSpeciesName	alignedSpeciesId	alignedSubspeciesName	alignedSubspeciesId	alignedPath	alignedPathIds	alignedPathNames	alignedPathAuthorships	alignedNameSource	alignedNameSourceUrl	alignedNameSourceAccessedAt
	Bombus jonellus	SAME_AS		Bombus jonellus		species		Bombus | jonellus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=85663	Bombus jonellus		species		Metazoa	NCBI:33208	Arthropoda	NCBI:6656	Insecta	NCBI:50557	Hymenoptera	NCBI:7399	Apidae	NCBI:7458	Apinae	NCBI:70987	Bombini	NCBI:83311			Bombus	NCBI:28641	Pyrobombus	NCBI:144703	Bombus jonellus	NCBI:85663			root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Pyrobombus | Bombus jonellus	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:1206794 | NCBI:88770 | NCBI:6656 | NCBI:197563 | NCBI:197562 | NCBI:6960 | NCBI:50557 | NCBI:85512 | NCBI:7496 | NCBI:33340 | NCBI:33392 | NCBI:7399 | NCBI:7400 | NCBI:7434 | NCBI:34735 | NCBI:7458 | NCBI:70987 | NCBI:83311 | NCBI:28641 | NCBI:144703 | NCBI:85663	|  | superkingdom | clade | kingdom | clade | clade | clade | clade | clade | phylum | clade | clade | subphylum | class | clade | subclass | infraclass | cohort | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | subgenus | species		ncbi	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kashmirensis	SAME_AS		Bombus kashmirensis		species		Bombus | kashmirensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	col	https://www.catalogueoflife.org/data/taxon/MFLZ	Bombus kashmirensis	Friese, 1909	species		Animalia	COL:N	Arthropoda	COL:RT	Insecta	COL:H6	Hymenoptera	COL:HYM	Apidae	COL:6KD	Apinae	COL:J5V	Bombini	COL:KN5			Bombus	COL:62H8K			Bombus kashmirensis	COL:MFLZ			Biota | Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus kashmirensis	COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:HYM | COL:625GP | COL:6KD | COL:J5V | COL:KN5 | COL:62H8K | COL:MFLZ	unranked | kingdom | phylum | class | order | superfamily | family | subfamily | tribe | genus | species		col	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kashmirensis	SAME_AS		Bombus kashmirensis		species		Bombus | kashmirensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	discoverlife	https://www.discoverlife.org/mp/20q?search=Bombus+kashmirensis	Bombus kashmirensis	Friese, 1909	species		Animalia	https://www.discoverlife.org/mp/20q?search=Animalia	Arthropoda	https://www.discoverlife.org/mp/20q?search=Arthropoda	Insecta	https://www.discoverlife.org/mp/20q?search=Insecta	Hymenoptera	https://www.discoverlife.org/mp/20q?search=Hymenoptera	Apidae	https://www.discoverlife.org/mp/20q?search=Apidae							Bombus	https://www.discoverlife.org/mp/20q?search=Bombus			Bombus kashmirensis	https://www.discoverlife.org/mp/20q?search=Bombus+kashmirensis			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus kashmirensis	https://www.discoverlife.org/mp/20q?search=Animalia | https://www.discoverlife.org/mp/20q?search=Arthropoda | https://www.discoverlife.org/mp/20q?search=Insecta | https://www.discoverlife.org/mp/20q?search=Hymenoptera | https://www.discoverlife.org/mp/20q?search=Apidae | https://www.discoverlife.org/mp/20q?search=Bombus | https://www.discoverlife.org/mp/20q?search=Bombus+kashmirensis	kingdom | phylum | class | order | family | genus | species		discoverlife	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kashmirensis	SAME_AS		Bombus kashmirensis		species		Bombus | kashmirensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	gbif	http://www.gbif.org/species/1340381	Bombus kashmirensis	Friese, 1909	species		Animalia	GBIF:1	Arthropoda	GBIF:54	Insecta	GBIF:216	Hymenoptera	GBIF:1457	Apidae	GBIF:4334							Bombus	GBIF:1340278			Bombus kashmirensis	GBIF:1340381			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus kashmirensis	GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1340278 | GBIF:1340381	kingdom | phylum | class | order | family | genus | species		gbif	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kashmirensis	SAME_AS		Bombus kashmirensis		species		Bombus | kashmirensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714936	Bombus kashmirensis	Friese, 1909	species		Animalia	ITIS:202423	Arthropoda	ITIS:82696	Insecta	ITIS:99208	Hymenoptera	ITIS:152741	Apidae	ITIS:154394	Apinae	ITIS:633913	Bombini	ITIS:633933			Bombus	ITIS:154397			Bombus kashmirensis	ITIS:714936			Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus kashmirensis	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154394 | ITIS:633913 | ITIS:633933 | ITIS:154397 | ITIS:714936	kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species		itis	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kashmirensis	SAME_AS		Bombus kashmirensis		species		Bombus | kashmirensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=395536	Bombus kashmirensis		species		Metazoa	NCBI:33208	Arthropoda	NCBI:6656	Insecta	NCBI:50557	Hymenoptera	NCBI:7399	Apidae	NCBI:7458	Apinae	NCBI:70987	Bombini	NCBI:83311			Bombus	NCBI:28641	Alpigenobombus	NCBI:144729	Bombus kashmirensis	NCBI:395536			root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Alpigenobombus | Bombus kashmirensis	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:1206794 | NCBI:88770 | NCBI:6656 | NCBI:197563 | NCBI:197562 | NCBI:6960 | NCBI:50557 | NCBI:85512 | NCBI:7496 | NCBI:33340 | NCBI:33392 | NCBI:7399 | NCBI:7400 | NCBI:7434 | NCBI:34735 | NCBI:7458 | NCBI:70987 | NCBI:83311 | NCBI:28641 | NCBI:144729 | NCBI:395536	|  | superkingdom | clade | kingdom | clade | clade | clade | clade | clade | phylum | clade | clade | subphylum | class | clade | subclass | infraclass | cohort | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | subgenus | species		ncbi	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus keriensis	SAME_AS		Bombus keriensis		species		Bombus | keriensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	col	https://www.catalogueoflife.org/data/taxon/MFM2	Bombus keriensis	Morawitz, 1887	species		Animalia	COL:N	Arthropoda	COL:RT	Insecta	COL:H6	Hymenoptera	COL:HYM	Apidae	COL:6KD	Apinae	COL:J5V	Bombini	COL:KN5			Bombus	COL:62H8K			Bombus keriensis	COL:MFM2			Biota | Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus keriensis	COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:HYM | COL:625GP | COL:6KD | COL:J5V | COL:KN5 | COL:62H8K | COL:MFM2	unranked | kingdom | phylum | class | order | superfamily | family | subfamily | tribe | genus | species		col	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus keriensis	SAME_AS		Bombus keriensis		species		Bombus | keriensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	discoverlife	https://www.discoverlife.org/mp/20q?search=Bombus+keriensis	Bombus keriensis	Morawitz, 1887	species		Animalia	https://www.discoverlife.org/mp/20q?search=Animalia	Arthropoda	https://www.discoverlife.org/mp/20q?search=Arthropoda	Insecta	https://www.discoverlife.org/mp/20q?search=Insecta	Hymenoptera	https://www.discoverlife.org/mp/20q?search=Hymenoptera	Apidae	https://www.discoverlife.org/mp/20q?search=Apidae							Bombus	https://www.discoverlife.org/mp/20q?search=Bombus			Bombus keriensis	https://www.discoverlife.org/mp/20q?search=Bombus+keriensis			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus keriensis	https://www.discoverlife.org/mp/20q?search=Animalia | https://www.discoverlife.org/mp/20q?search=Arthropoda | https://www.discoverlife.org/mp/20q?search=Insecta | https://www.discoverlife.org/mp/20q?search=Hymenoptera | https://www.discoverlife.org/mp/20q?search=Apidae | https://www.discoverlife.org/mp/20q?search=Bombus | https://www.discoverlife.org/mp/20q?search=Bombus+keriensis	kingdom | phylum | class | order | family | genus | species		discoverlife	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus keriensis	SAME_AS		Bombus keriensis		species		Bombus | keriensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	gbif	http://www.gbif.org/species/1340372	Bombus keriensis	Morawitz, 1887	species		Animalia	GBIF:1	Arthropoda	GBIF:54	Insecta	GBIF:216	Hymenoptera	GBIF:1457	Apidae	GBIF:4334							Bombus	GBIF:1340278			Bombus keriensis	GBIF:1340372			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus keriensis	GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1340278 | GBIF:1340372	kingdom | phylum | class | order | family | genus | species		gbif	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus keriensis	SAME_AS		Bombus keriensis		species		Bombus | keriensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=714937	Bombus keriensis	Morawitz, 1887	species		Animalia	ITIS:202423	Arthropoda	ITIS:82696	Insecta	ITIS:99208	Hymenoptera	ITIS:152741	Apidae	ITIS:154394	Apinae	ITIS:633913	Bombini	ITIS:633933			Bombus	ITIS:154397			Bombus keriensis	ITIS:714937			Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus keriensis	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154394 | ITIS:633913 | ITIS:633933 | ITIS:154397 | ITIS:714937	kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species		itis	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus keriensis	SAME_AS		Bombus keriensis		species		Bombus | keriensis		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	SAME_AS	ncbi	https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=309963	Bombus keriensis		species		Metazoa	NCBI:33208	Arthropoda	NCBI:6656	Insecta	NCBI:50557	Hymenoptera	NCBI:7399	Apidae	NCBI:7458	Apinae	NCBI:70987	Bombini	NCBI:83311			Bombus	NCBI:28641	Melanobombus	NCBI:144715	Bombus keriensis	NCBI:309963			root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Melanobombus | Bombus keriensis	NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:1206794 | NCBI:88770 | NCBI:6656 | NCBI:197563 | NCBI:197562 | NCBI:6960 | NCBI:50557 | NCBI:85512 | NCBI:7496 | NCBI:33340 | NCBI:33392 | NCBI:7399 | NCBI:7400 | NCBI:7434 | NCBI:34735 | NCBI:7458 | NCBI:70987 | NCBI:83311 | NCBI:28641 | NCBI:144715 | NCBI:309963	|  | superkingdom | clade | kingdom | clade | clade | clade | clade | clade | phylum | clade | clade | subphylum | class | clade | subclass | infraclass | cohort | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | subgenus | species		ncbi	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kirbiellus	SAME_AS		Bombus kirbiellus		species		Bombus | kirbiellus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	col	https://www.catalogueoflife.org/data/taxon/MFM5	Bombus kirbiellus	Curtis, 1835	species		Animalia	COL:N	Arthropoda	COL:RT	Insecta	COL:H6	Hymenoptera	COL:HYM	Apidae	COL:6KD	Apinae	COL:J5V	Bombini	COL:KN5			Bombus	COL:62H8K			Bombus kirbiellus	COL:MFM5			Biota | Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus kirbiellus	COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:HYM | COL:625GP | COL:6KD | COL:J5V | COL:KN5 | COL:62H8K | COL:MFM5	unranked | kingdom | phylum | class | order | superfamily | family | subfamily | tribe | genus | species		col	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kirbiellus	SAME_AS		Bombus kirbiellus		species		Bombus | kirbiellus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	discoverlife	https://www.discoverlife.org/mp/20q?search=Bombus+kirbiellus	Bombus kirbiellus	Curtis, 1835	species		Animalia	https://www.discoverlife.org/mp/20q?search=Animalia	Arthropoda	https://www.discoverlife.org/mp/20q?search=Arthropoda	Insecta	https://www.discoverlife.org/mp/20q?search=Insecta	Hymenoptera	https://www.discoverlife.org/mp/20q?search=Hymenoptera	Apidae	https://www.discoverlife.org/mp/20q?search=Apidae							Bombus	https://www.discoverlife.org/mp/20q?search=Bombus			Bombus kirbiellus	https://www.discoverlife.org/mp/20q?search=Bombus+kirbiellus			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus kirbiellus	https://www.discoverlife.org/mp/20q?search=Animalia | https://www.discoverlife.org/mp/20q?search=Arthropoda | https://www.discoverlife.org/mp/20q?search=Insecta | https://www.discoverlife.org/mp/20q?search=Hymenoptera | https://www.discoverlife.org/mp/20q?search=Apidae | https://www.discoverlife.org/mp/20q?search=Bombus | https://www.discoverlife.org/mp/20q?search=Bombus+kirbiellus	kingdom | phylum | class | order | family | genus | species		discoverlife	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kirbiellus	SAME_AS		Bombus kirbiellus		species		Bombus | kirbiellus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	gbif	http://www.gbif.org/species/10409744	Bombus kirbiellus	Curtis, 1835	species		Animalia	GBIF:1	Arthropoda	GBIF:54	Insecta	GBIF:216	Hymenoptera	GBIF:1457	Apidae	GBIF:4334							Bombus	GBIF:1340278			Bombus kirbiellus	GBIF:10409744			Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus | Bombus kirbiellus	GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1340278 | GBIF:10409744	kingdom | phylum | class | order | family | genus | species		gbif	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
	Bombus kirbiellus	SAME_AS		Bombus kirbiellus		species		Bombus | kirbiellus		genus | specificEpithet		gbif-parse	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e	HAS_ACCEPTED_NAME	itis	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1128121	Bombus kirbiellus	Curtis, 1835	species		Animalia	ITIS:202423	Arthropoda	ITIS:82696	Insecta	ITIS:99208	Hymenoptera	ITIS:152741	Apidae	ITIS:154394	Apinae	ITIS:633913	Bombini	ITIS:633933			Bombus	ITIS:154397			Bombus kirbiellus	ITIS:1128121			Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Apidae | Apinae | Bombini | Bombus | Bombus kirbiellus	ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154394 | ITIS:633913 | ITIS:633933 | ITIS:154397 | ITIS:1128121	kingdom | subkingdom | infrakingdom | superphylum | phylum | subphylum | class | subclass | infraclass | superorder | order | suborder | infraorder | superfamily | family | subfamily | tribe | genus | species		itis	https://linker.bio,https://zenodo.org/records/10810821/files,https://zenodo.org/records/10045382/files,https://zenodo.org/records/10037817/files,https://zenodo.org/records/8327611/files	hash://sha256/d2903d0384a8b8193819b8061c8c4e6fec8cc2f7fe72dc0e91c90c07ba2fe15e
